customer_id,customer_name,email,phone,city,state,country,customer_segment,registration_date,last_login,updated_date
CUST00024,Patricia Moore,patricia.moore@company.com,+87-1610-864493,Toronto,MH,ES,Basic,2024-11-05,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST00025,Emily Taylor,emily.taylor@company.com,+8-7993-223554,Paris,IDF,US,Basic,2024-01-08,2025-11-09 14:45:23,2025-11-09 14:45:23
CUST00026,David Anderson,david.anderson@gmail.com,+17-8179-329516,London,LN,IT,Standard,2024-12-16,2025-11-09 14:45:23,2025-11-10 14:45:23
CUST00027,Linda Thomas,linda.thomas@gmail.com,+21-7938-173302,Sydney,TK,IN,Basic,2024-03-20,2025-11-08 14:45:23,2025-11-11 14:45:23
CUST00028,James Davis,james.davis@yahoo.com,+36-5474-664203,Paris,LN,DE,Basic,2024-05-31,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST00029,Patricia Smith,patricia.smith@yahoo.com,+31-7826-800672,Toronto,NSW,BR,Standard,2024-01-24,2025-11-09 14:45:23,2025-11-08 14:45:23
CUST00030,Robert Johnson,robert.johnson@gmail.com,+36-2626-336274,New York,NY,FR,Standard,2024-09-24,2025-11-12 14:45:23,2025-11-13 14:45:23
CUST00031,John Wilson,john.wilson@yahoo.com,+54-5448-335687,Mumbai,MH,AU,Standard,2024-05-11,2025-11-04 14:45:23,2025-11-10 14:45:23
CUST00032,Linda Davis,linda.davis@yahoo.com,+75-6367-624174,Tokyo,NSW,CA,Standard,2024-08-08,2025-11-06 14:45:23,2025-11-11 14:45:23
CUST00033,James Anderson,james.anderson@gmail.com,+75-5152-418340,Berlin,NY,NL,Premium,2024-05-27,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST00034,Emily Thomas,emily.thomas@yahoo.com,+74-3313-400828,Paris,NY,IN,Standard,2024-11-19,2025-11-11 14:45:23,2025-11-08 14:45:23
CUST00035,James Brown,james.brown@email.com,+40-4142-650568,London,NY,ES,Standard,2024-12-11,2025-11-11 14:45:23,2025-11-11 14:45:23
CUST00036,Sarah Taylor,sarah.taylor@gmail.com,+64-4666-122993,Mumbai,IDF,US,Standard,2024-02-27,2025-11-13 14:45:23,2025-11-08 14:45:23
CUST00037,James Moore,james.moore@yahoo.com,+99-1787-547460,Paris,NY,IT,Standard,2024-11-16,2025-11-13 14:45:23,2025-11-13 14:45:23
CUST00038,James Davis,james.davis@company.com,+4-7211-826186,Mumbai,BE,FR,Standard,2024-02-15,2025-11-13 14:45:23,2025-11-10 14:45:23
CUST00039,Emily Johnson,emily.johnson@email.com,+88-9698-658060,Toronto,MH,AU,Basic,2024-04-17,2025-11-10 14:45:23,2025-11-12 14:45:23
CUST00040,Linda Davis,linda.davis@gmail.com,+25-5720-673672,Mumbai,NY,BR,Basic,2024-06-30,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST00041,Emily Anderson,emily.anderson@company.com,+2-2341-600889,Toronto,TK,NL,Standard,2024-11-24,2025-11-12 14:45:23,2025-11-13 14:45:23
CUST00042,David Jackson,david.jackson@email.com,+84-2407-993610,Sydney,TK,SE,Standard,2024-05-06,2025-11-13 14:45:23,2025-11-13 14:45:23
CUST00043,Patricia Jackson,patricia.jackson@yahoo.com,+74-8042-326241,Mumbai,LN,UK,Basic,2024-07-27,2025-11-13 14:45:23,2025-11-10 14:45:23
CUST00044,Emily Wilson,emily.wilson@gmail.com,+40-7733-258487,Sydney,IDF,JP,Standard,2024-08-30,2025-11-10 14:45:23,2025-11-12 14:45:23
CUST00045,John Davis,john.davis@company.com,+21-2833-284483,New York,TK,NL,Premium,2024-03-18,2025-11-11 14:45:23,2025-11-09 14:45:23
CUST00046,Jessica Moore,jessica.moore@yahoo.com,+10-9368-846407,Berlin,MH,US,Standard,2024-08-14,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST00047,John Moore,john.moore@email.com,+51-9704-964720,New York,BE,DE,Standard,2024-06-29,2025-11-06 14:45:23,2025-11-10 14:45:23
CUST00048,Emily Thomas,emily.thomas@email.com,+23-6486-297686,Sydney,TK,UK,Basic,2024-07-10,2025-11-13 14:45:23,2025-11-12 14:45:23
CUST00049,Sarah Anderson,sarah.anderson@yahoo.com,+28-9512-220850,Paris,NSW,IT,Basic,2024-05-23,2025-11-03 14:45:23,2025-11-08 14:45:23
CUST00050,Jessica Jackson,jessica.jackson@gmail.com,+38-9079-420344,Mumbai,IDF,SE,Basic,2024-02-26,2025-11-08 14:45:23,2025-11-09 14:45:23
CUST00051,Sarah Wilson,sarah.wilson@company.com,+43-7585-279632,Mumbai,ON,BR,Basic,2024-10-22,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST00052,John Anderson,john.anderson@email.com,+84-9298-770074,Sydney,IDF,ES,Premium,2024-07-19,2025-11-07 14:45:23,2025-11-09 14:45:23
CUST00053,Emily Jackson,emily.jackson@gmail.com,+94-6728-628002,Toronto,NSW,CA,Standard,2024-07-10,2025-11-10 14:45:23,2025-11-11 14:45:23
CUST00054,David Smith,david.smith@email.com,+69-7817-583051,Mumbai,NSW,AU,Premium,2024-01-05,2025-11-05 14:45:23,2025-11-09 14:45:23
CUST00055,John Johnson,john.johnson@email.com,+65-8140-584975,London,NY,NL,Standard,2024-03-14,2025-11-07 14:45:23,2025-11-13 14:45:23
CUST00056,Emily Johnson,emily.johnson@email.com,+42-7868-833767,Tokyo,MH,US,Standard,2024-06-09,2025-11-12 14:45:23,2025-11-09 14:45:23
CUST00057,Jessica Taylor,jessica.taylor@email.com,+4-4804-528152,Berlin,NSW,ES,Standard,2024-06-02,2025-11-12 14:45:23,2025-11-10 14:45:23
CUST00058,Michael Moore,michael.moore@yahoo.com,+47-3069-188621,Tokyo,BE,IN,Standard,2024-09-15,2025-11-06 14:45:23,2025-11-12 14:45:23
CUST00059,Patricia Smith,patricia.smith@company.com,+12-7149-797482,Paris,ON,SE,Premium,2024-04-25,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST00060,Linda Taylor,linda.taylor@company.com,+80-2674-666735,Sydney,NY,DE,Basic,2024-08-26,2025-11-03 14:45:23,2025-11-11 14:45:23
CUST00061,Jessica Thomas,jessica.thomas@gmail.com,+24-7761-467623,Paris,TK,IT,Standard,2024-09-25,2025-11-04 14:45:23,2025-11-10 14:45:23
CUST00062,Patricia Smith,patricia.smith@email.com,+53-5063-378353,London,NSW,MX,Basic,2024-03-19,2025-11-09 14:45:23,2025-11-11 14:45:23
CUST00063,Jessica Jackson,jessica.jackson@yahoo.com,+84-7502-656748,Mumbai,BE,IT,Basic,2024-12-12,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST00064,Linda Moore,linda.moore@email.com,+88-3097-445053,Paris,TK,US,Premium,2024-08-19,2025-11-05 14:45:23,2025-11-08 14:45:23
CUST00065,Sarah Jackson,sarah.jackson@email.com,+21-9386-768993,Toronto,ON,US,Standard,2024-02-10,2025-11-12 14:45:23,2025-11-09 14:45:23
CUST00066,David Thomas,david.thomas@gmail.com,+23-6062-252693,New York,IDF,UK,Standard,2024-08-10,2025-11-05 14:45:23,2025-11-13 14:45:23
CUST00067,Emily Taylor,emily.taylor@email.com,+79-4368-895810,Tokyo,TK,AU,Standard,2024-01-22,2025-11-09 14:45:23,2025-11-09 14:45:23
CUST00068,Patricia Smith,patricia.smith@yahoo.com,+14-3234-312889,London,NSW,US,Premium,2024-03-14,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST00069,Sarah Taylor,sarah.taylor@company.com,+21-1316-475429,London,LN,ES,Premium,2024-09-06,2025-11-05 14:45:23,2025-11-09 14:45:23
CUST00070,Sarah Davis,sarah.davis@yahoo.com,+55-5311-295909,Berlin,NSW,BR,Standard,2024-08-02,2025-11-12 14:45:23,2025-11-13 14:45:23
CUST00071,Emily Davis,emily.davis@company.com,+88-4549-342449,New York,ON,AU,Basic,2024-09-07,2025-11-11 14:45:23,2025-11-12 14:45:23
CUST00072,Patricia Johnson,patricia.johnson@email.com,+93-4029-290509,Paris,IDF,JP,Basic,2024-03-13,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00073,Robert Jackson,robert.jackson@gmail.com,+60-2018-986396,Berlin,LN,NL,Basic,2024-04-21,2025-11-07 14:45:23,2025-11-08 14:45:23
CUST00074,David Smith,david.smith@gmail.com,+66-9605-335790,Berlin,ON,CA,Standard,2024-03-02,2025-11-04 14:45:23,2025-11-08 14:45:23
CUST00075,Emily Anderson,emily.anderson@company.com,+4-2351-523178,Paris,IDF,JP,Premium,2024-05-25,2025-11-13 14:45:23,2025-11-13 14:45:23
CUST00076,David Moore,david.moore@email.com,+68-9609-176151,Berlin,NY,CN,Standard,2024-03-28,2025-11-04 14:45:23,2025-11-10 14:45:23
CUST00077,David Jackson,david.jackson@gmail.com,+95-3093-967643,Tokyo,ON,MX,Standard,2024-04-16,2025-11-05 14:45:23,2025-11-09 14:45:23
CUST00078,Sarah Taylor,sarah.taylor@email.com,+56-1974-498760,Mumbai,TK,BR,Standard,2024-03-25,2025-11-05 14:45:23,2025-11-12 14:45:23
CUST00079,Sarah Davis,sarah.davis@yahoo.com,+68-3352-360668,Tokyo,ON,ES,Basic,2024-08-04,2025-11-11 14:45:23,2025-11-10 14:45:23
CUST00080,Linda Smith,linda.smith@company.com,+70-7370-954120,Paris,LN,IT,Standard,2024-06-14,2025-11-13 14:45:23,2025-11-13 14:45:23
CUST00081,James Moore,james.moore@company.com,+14-3742-867398,London,NSW,BR,Standard,2024-01-22,2025-11-10 14:45:23,2025-11-12 14:45:23
CUST00082,Sarah Anderson,sarah.anderson@email.com,+81-6510-494145,New York,ON,IN,Standard,2024-07-15,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST00083,Linda Jackson,linda.jackson@gmail.com,+88-6336-454871,New York,LN,CA,Standard,2024-12-23,2025-11-08 14:45:23,2025-11-10 14:45:23
CUST00084,Linda Johnson,linda.johnson@gmail.com,+73-8870-895519,New York,NSW,US,Standard,2024-02-05,2025-11-09 14:45:23,2025-11-10 14:45:23
CUST00085,James Brown,james.brown@gmail.com,+55-3575-975840,London,NY,ES,Standard,2024-02-05,2025-11-12 14:45:23,2025-11-11 14:45:23
CUST00086,John Brown,john.brown@yahoo.com,+43-5203-482845,Sydney,BE,FR,Standard,2024-10-13,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST00087,Jessica Johnson,jessica.johnson@yahoo.com,+13-5065-113865,London,IDF,UK,Premium,2024-04-02,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST00088,Sarah Anderson,sarah.anderson@company.com,+42-4693-721037,Paris,IDF,JP,Standard,2024-11-15,2025-11-03 14:45:23,2025-11-09 14:45:23
CUST00089,Sarah Moore,sarah.moore@gmail.com,+86-3147-114682,Tokyo,BE,JP,Premium,2024-02-15,2025-11-04 14:45:23,2025-11-11 14:45:23
CUST00090,David Smith,david.smith@email.com,+30-9474-432153,Toronto,IDF,BR,Basic,2024-09-06,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00091,David Davis,david.davis@email.com,+53-1695-285489,Toronto,LN,US,Standard,2024-02-04,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00092,John Wilson,john.wilson@yahoo.com,+7-3904-584854,Paris,ON,CN,Standard,2024-02-15,2025-11-13 14:45:23,2025-11-09 14:45:23
CUST00093,David Davis,david.davis@gmail.com,+92-8086-645770,London,NSW,NL,Standard,2024-11-25,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST00094,Michael Thomas,michael.thomas@yahoo.com,+87-8168-150249,Tokyo,ON,BR,Basic,2024-06-12,2025-11-12 14:45:23,2025-11-10 14:45:23
CUST00095,Sarah Johnson,sarah.johnson@company.com,+90-4926-834787,Paris,TK,NL,Basic,2024-07-27,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST00096,John Johnson,john.johnson@company.com,+26-9805-208836,Toronto,NSW,SE,Standard,2024-11-08,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST00097,David Anderson,david.anderson@company.com,+57-2491-801514,Paris,LN,MX,Basic,2024-06-05,2025-11-06 14:45:23,2025-11-09 14:45:23
CUST00098,Sarah Jackson,sarah.jackson@email.com,+30-9200-441673,Paris,NSW,MX,Premium,2024-08-23,2025-11-07 14:45:23,2025-11-12 14:45:23
CUST00099,James Johnson,james.johnson@email.com,+60-3486-687812,London,NY,CA,Standard,2024-06-03,2025-11-12 14:45:23,2025-11-09 14:45:23
CUST00100,David Taylor,david.taylor@email.com,+69-8584-550385,Berlin,TK,BR,Standard,2024-05-02,2025-11-04 14:45:23,2025-11-11 14:45:23
CUST00101,David Thomas,david.thomas@company.com,+57-2462-984986,Mumbai,NY,JP,Basic,2024-04-14,2025-11-05 14:45:23,2025-11-13 14:45:23
CUST00102,Emily Brown,emily.brown@email.com,+91-2851-618231,Berlin,NY,IN,Premium,2024-07-15,2025-11-07 14:45:23,2025-11-12 14:45:23
CUST00103,James Davis,james.davis@yahoo.com,+56-4450-346304,London,NSW,IT,Standard,2024-01-16,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00104,Linda Taylor,linda.taylor@yahoo.com,+19-4084-696322,Sydney,BE,AU,Basic,2024-11-03,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST00105,Robert Smith,robert.smith@company.com,+41-2129-156475,Berlin,TK,SE,Standard,2024-12-30,2025-11-11 14:45:23,2025-11-11 14:45:23
CUST00106,Robert Johnson,robert.johnson@email.com,+99-6825-550456,Mumbai,NSW,IN,Basic,2024-02-24,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST00107,Linda Johnson,linda.johnson@email.com,+24-8131-481645,Mumbai,TK,SE,Standard,2024-08-18,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST00108,Michael Smith,michael.smith@email.com,+19-5548-208319,New York,MH,AU,Standard,2024-12-27,2025-11-05 14:45:23,2025-11-12 14:45:23
CUST00109,Robert Johnson,robert.johnson@company.com,+83-5685-337462,Sydney,NSW,IT,Basic,2024-05-07,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST00110,David Smith,david.smith@yahoo.com,+59-9304-691273,Sydney,IDF,SE,Standard,2024-07-21,2025-11-08 14:45:23,2025-11-13 14:45:23
CUST00111,David Smith,david.smith@company.com,+91-4875-527820,London,NSW,CA,Standard,2024-06-20,2025-11-12 14:45:23,2025-11-10 14:45:23
CUST00112,Linda Brown,linda.brown@gmail.com,+62-5161-685935,Paris,NY,FR,Standard,2024-09-19,2025-11-05 14:45:23,2025-11-12 14:45:23
CUST00113,Jessica Anderson,jessica.anderson@gmail.com,+64-9835-380309,Berlin,ON,UK,Basic,2024-05-16,2025-11-03 14:45:23,2025-11-10 14:45:23
CUST00114,Linda Moore,linda.moore@company.com,+78-8562-893974,London,NY,AU,Premium,2024-02-21,2025-11-09 14:45:23,2025-11-13 14:45:23
CUST00115,Patricia Brown,patricia.brown@yahoo.com,+95-6264-402068,Berlin,IDF,CN,Standard,2024-07-26,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00116,David Brown,david.brown@yahoo.com,+82-8927-716229,Berlin,ON,NL,Premium,2024-10-22,2025-11-08 14:45:23,2025-11-11 14:45:23
CUST00117,John Brown,john.brown@gmail.com,+66-5839-755177,London,IDF,IN,Standard,2024-09-04,2025-11-08 14:45:23,2025-11-12 14:45:23
CUST00118,Patricia Moore,patricia.moore@yahoo.com,+84-6176-761269,Paris,TK,US,Premium,2024-01-08,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST00119,David Thomas,david.thomas@yahoo.com,+97-3264-604085,Paris,LN,CN,Standard,2024-02-25,2025-11-07 14:45:23,2025-11-08 14:45:23
CUST00120,Jessica Davis,jessica.davis@gmail.com,+22-5510-428020,Berlin,MH,IT,Standard,2024-07-16,2025-11-12 14:45:23,2025-11-09 14:45:23
CUST00121,James Davis,james.davis@gmail.com,+91-7382-796826,London,ON,FR,Basic,2024-01-12,2025-11-04 14:45:23,2025-11-12 14:45:23
CUST00122,Sarah Brown,sarah.brown@company.com,+81-5691-605330,London,LN,SE,Standard,2024-07-24,2025-11-05 14:45:23,2025-11-11 14:45:23
CUST00123,Michael Moore,michael.moore@email.com,+62-3390-855070,Paris,NY,IN,Standard,2024-06-10,2025-11-04 14:45:23,2025-11-12 14:45:23
CUST00124,Jessica Thomas,jessica.thomas@gmail.com,+96-7519-378600,Berlin,NSW,UK,Basic,2024-04-26,2025-11-11 14:45:23,2025-11-11 14:45:23
CUST00125,Sarah Brown,sarah.brown@email.com,+24-1189-737161,Sydney,MH,DE,Basic,2024-04-12,2025-11-08 14:45:23,2025-11-10 14:45:23
CUST00126,Patricia Anderson,patricia.anderson@email.com,+79-6867-410554,Tokyo,ON,SE,Basic,2024-12-25,2025-11-10 14:45:23,2025-11-09 14:45:23
CUST00127,David Wilson,david.wilson@company.com,+53-3919-985774,Sydney,LN,NL,Standard,2024-02-28,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00128,Robert Brown,robert.brown@yahoo.com,+24-3099-658224,New York,NY,DE,Standard,2024-08-13,2025-11-13 14:45:23,2025-11-12 14:45:23
CUST00129,Patricia Moore,patricia.moore@gmail.com,+93-2675-655814,Tokyo,IDF,MX,Standard,2024-02-09,2025-11-10 14:45:23,2025-11-09 14:45:23
CUST00130,Sarah Jackson,sarah.jackson@yahoo.com,+37-1969-557615,Berlin,IDF,JP,Basic,2024-08-08,2025-11-10 14:45:23,2025-11-08 14:45:23
CUST00131,James Taylor,james.taylor@email.com,+31-8310-573114,Sydney,BE,ES,Basic,2024-02-25,2025-11-11 14:45:23,2025-11-12 14:45:23
CUST00132,Patricia Wilson,patricia.wilson@email.com,+12-4582-978615,Paris,TK,MX,Standard,2024-09-16,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST00133,Linda Brown,linda.brown@gmail.com,+99-6155-820785,London,TK,JP,Standard,2024-05-30,2025-11-13 14:45:23,2025-11-11 14:45:23
CUST00134,John Johnson,john.johnson@yahoo.com,+29-4118-323296,Sydney,IDF,FR,Standard,2024-07-05,2025-11-04 14:45:23,2025-11-13 14:45:23
CUST00135,Emily Anderson,emily.anderson@yahoo.com,+73-7686-986589,Sydney,NY,SE,Premium,2024-11-03,2025-11-05 14:45:23,2025-11-09 14:45:23
CUST00136,Patricia Moore,patricia.moore@yahoo.com,+31-3100-178772,New York,ON,IN,Standard,2024-03-15,2025-11-13 14:45:23,2025-11-08 14:45:23
CUST00137,Emily Anderson,emily.anderson@yahoo.com,+50-1401-650845,Paris,NSW,BR,Basic,2024-06-09,2025-11-05 14:45:23,2025-11-11 14:45:23
CUST00138,Robert Taylor,robert.taylor@company.com,+50-6918-959196,Mumbai,TK,SE,Premium,2024-01-14,2025-11-10 14:45:23,2025-11-09 14:45:23
CUST00139,Emily Wilson,emily.wilson@company.com,+91-1981-336432,Paris,NSW,IT,Premium,2024-10-02,2025-11-05 14:45:23,2025-11-09 14:45:23
CUST00140,Michael Thomas,michael.thomas@gmail.com,+19-7144-159523,Toronto,ON,CA,Standard,2024-05-24,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST00141,Michael Brown,michael.brown@company.com,+70-1726-848889,Paris,IDF,IT,Standard,2024-04-12,2025-11-09 14:45:23,2025-11-11 14:45:23
CUST00142,Emily Wilson,emily.wilson@email.com,+2-2545-774994,New York,MH,DE,Premium,2024-11-06,2025-11-10 14:45:23,2025-11-08 14:45:23
CUST00143,Linda Thomas,linda.thomas@yahoo.com,+44-5046-266535,Paris,TK,FR,Basic,2024-09-06,2025-11-11 14:45:23,2025-11-09 14:45:23
CUST00144,Linda Jackson,linda.jackson@email.com,+55-9198-219513,London,LN,UK,Standard,2024-07-09,2025-11-09 14:45:23,2025-11-09 14:45:23
CUST00145,Robert Johnson,robert.johnson@email.com,+85-8399-399025,Mumbai,ON,ES,Basic,2024-01-24,2025-11-10 14:45:23,2025-11-09 14:45:23
CUST00146,Patricia Thomas,patricia.thomas@yahoo.com,+97-5387-480833,New York,TK,US,Basic,2024-10-29,2025-11-10 14:45:23,2025-11-11 14:45:23
CUST00147,Robert Davis,robert.davis@email.com,+56-8754-422421,Paris,NSW,IT,Premium,2024-02-23,2025-11-07 14:45:23,2025-11-11 14:45:23
CUST00148,Emily Smith,emily.smith@email.com,+70-2682-362186,New York,BE,UK,Standard,2024-09-08,2025-11-13 14:45:23,2025-11-10 14:45:23
CUST00149,Emily Wilson,emily.wilson@email.com,+95-5674-681660,Berlin,IDF,ES,Basic,2024-04-03,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00150,David Brown,david.brown@gmail.com,+17-5853-329485,Mumbai,IDF,FR,Premium,2024-11-30,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST00151,David Anderson,david.anderson@gmail.com,+70-9965-904329,New York,BE,IN,Standard,2024-10-14,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST00152,James Wilson,james.wilson@gmail.com,+98-4643-845884,New York,ON,FR,Standard,2024-03-31,2025-11-11 14:45:23,2025-11-10 14:45:23
CUST00153,James Johnson,james.johnson@company.com,+38-7533-887040,Berlin,IDF,NL,Standard,2024-07-24,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST00154,Robert Anderson,robert.anderson@gmail.com,+75-3504-706511,London,MH,BR,Basic,2024-06-10,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00155,Jessica Brown,jessica.brown@gmail.com,+41-7305-673424,Toronto,MH,AU,Standard,2024-07-09,2025-11-04 14:45:23,2025-11-13 14:45:23
CUST00156,Sarah Taylor,sarah.taylor@email.com,+93-2956-715129,Sydney,MH,MX,Premium,2024-12-13,2025-11-09 14:45:23,2025-11-10 14:45:23
CUST00157,Michael Smith,michael.smith@yahoo.com,+81-5374-307874,Sydney,BE,IT,Standard,2024-10-18,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST00158,Michael Taylor,michael.taylor@email.com,+83-2006-897805,Tokyo,BE,AU,Standard,2024-08-28,2025-11-10 14:45:23,2025-11-09 14:45:23
CUST00159,John Johnson,john.johnson@company.com,+10-7032-822126,New York,ON,BR,Standard,2024-04-04,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST00160,David Johnson,david.johnson@company.com,+23-8514-503928,Sydney,BE,BR,Basic,2024-02-29,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST00161,Jessica Wilson,jessica.wilson@yahoo.com,+38-5947-370658,Mumbai,LN,CN,Premium,2024-09-23,2025-11-03 14:45:23,2025-11-11 14:45:23
CUST00162,Linda Brown,linda.brown@email.com,+54-5884-711839,Mumbai,TK,MX,Basic,2024-07-05,2025-11-12 14:45:23,2025-11-11 14:45:23
CUST00163,Patricia Wilson,patricia.wilson@yahoo.com,+9-5667-117236,Sydney,MH,MX,Basic,2024-04-10,2025-11-09 14:45:23,2025-11-12 14:45:23
CUST00164,David Taylor,david.taylor@email.com,+1-8724-130267,Mumbai,ON,CN,Basic,2024-11-01,2025-11-05 14:45:23,2025-11-10 14:45:23
CUST00165,Patricia Taylor,patricia.taylor@email.com,+90-5570-846722,Toronto,ON,BR,Basic,2024-11-26,2025-11-07 14:45:23,2025-11-13 14:45:23
CUST00166,Sarah Smith,sarah.smith@yahoo.com,+37-2725-717288,New York,ON,UK,Standard,2024-03-10,2025-11-12 14:45:23,2025-11-13 14:45:23
CUST00167,Robert Moore,robert.moore@gmail.com,+81-1455-230133,Toronto,TK,UK,Premium,2024-05-01,2025-11-09 14:45:23,2025-11-09 14:45:23
CUST00168,John Davis,john.davis@yahoo.com,+81-3655-119889,Toronto,NSW,MX,Standard,2024-01-11,2025-11-10 14:45:23,2025-11-08 14:45:23
CUST00169,Patricia Wilson,patricia.wilson@company.com,+87-1664-310515,Mumbai,NSW,MX,Standard,2024-02-16,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST00170,Sarah Brown,sarah.brown@yahoo.com,+42-4038-901091,Paris,TK,DE,Standard,2024-10-17,2025-11-03 14:45:23,2025-11-09 14:45:23
